,web-scraper-order,web-scraper-start-url,links,links-href,user,comment,date
94,1574881330-15582,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,I once burnt a hole in a jacket the day I bought it. I've also discovered that analogs make excellent alarm clocks when having a five minute power nap.,
95,1574881380-16079,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping While Sick Doesn't Really Feel All That Great!,https://www.vaportalk.com/forum/topic/4660-vaping-while-sick-doesnt-really-feel-all-that-great/,,"I am sorry that you have been so sick. I hope you are feeling much better. We missed you. 

Good tip on the cartridges. I do boil mine every couple weeks to get rid of the gunk, but I think I might start doing it more frequent.",
96,1574881768-16796,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,,"September 25, 2010"
97,1574881355-15843,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,,LOL! I don't think that would work for me because if someone tried to break in here it would be the juice that I would be trying to protect. Besides I think my SKS would probably be more effective.  The image of spraying juice in their eyes is pretty funny though.,
98,1574881768-16791,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,,"September 14, 2010"
99,1574881380-16077,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping While Sick Doesn't Really Feel All That Great!,https://www.vaportalk.com/forum/topic/4660-vaping-while-sick-doesnt-really-feel-all-that-great/,Super Vaper,,
100,1574881107-15270,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,,"On 11/7/2009 at 3:11 PM, Kmel said: 
I don't know the studies that you have been looking at, but from what I have read the single worst thing about nicotine is that it is highly addictive and the second worst thing is that it does tend to reduce body weight, which is why pregnant women must not smoke or vape or risk low fetal birth weights. Yes, at very high doses nicotine can be toxic, but so can many things.  

Beyond those things, scientifically, nicotine doesn't seem to have many other negative side effects.  Nicotine doesn't cause cancer or heart attacks.

However, having said all of that, no one really wants to be ""an addict"", climbing walls if they can't vape or smoke.  So there are good reasons to step down nicotine to zero, but it appears that the benefits for doing this are more psychological than purely physiological.



Thank you, Kmel, for your response to this topic. I'm sure all of us are interested in how things effect us and, like I said before, its important to educate ourselves on this stuff.

I must say that I've had a difficult time finding current, up to date reports of nicotine use that isn't linked in some way to tobacco abuse. The findings I've been most interested in, and feel are the most pertinent, are those that concern Nicotine Replacement Therapies (NRTs). And I'm finding that those reports are somewhat ""worded"" to convince the reader that NRTs are safe, and much healthier than using tobacco. Please note that most of those studies are done by the same companies that make and profit from the NRTs.

I have to admit that some of my opinions about NRTs come from my experience as a nursing professional. I have also talked with my doctor about the ecig. In my postings I have mentioned that pregnant and nursing mothers should not use nicotine. This is not only my opinion but also the opinion of my physician. And NRTs have a warning on the box that tells moms to consult with thier doctors before using the product. NRTs, or nicotine, has been linked to sudden infant death syndrome, I'm afraid to say. Pre-mature birth, birth defects, and low birth rates can be a result as well. 

Now, in my posting I wrote, ""what about the rest of us""? And I wrote that I was still searching for answers on that. I haven't found very much, dear. Your absolutely correct about nicotine not being connected to cancer. I have watched all the interviews on youtube with physicians stating that nicotine, by itself, is not harmful. Even my own doctor has told me that he would much rather me use the ecig than smoke tobacco. 

When I wrote about possible overdose I was trying to explain (rather poorly, I think) that it is basically IMPOSSIBLE to OD while vaping. You would have to drink a bottle of juice in order to die. And that is why I wrote about the concern I have over the eliquid getting into the hands of toddlers or very small children.

After starting this topic, I started another topic called ""Why we choose to vape"". I went into more detail about the safe use of nicotine there.

I really don't have a lot of concerns about nicotine, Kmel. Yes, it is extremely addictive. It is said to be more addictive than heroine. And because of the way it effects neuro-receptors in the brain, the demand for more nicotine increases over time. Which is why everyone ends up smoking more and more the longer they do it. Nicotine is primarily a stimulant. It is known to increase heart rates,  and it can increase blood pressure. Because I happen to have high blood pressure this was a concern for me. But when I mentioned this to my doctor he said that the other chemicals found in tobacco are far worse for my blood pressure and that he felt that I was much safer using an NRT (like the ecig) than continuing with tobacco. 

Addiction concerns are normally viewed as being bad because most addictions have some adverse effect on a person's life or well being. But if it doesn't hurt us in some way is it still bad for us? I think your statement that it's more of a psychologiacal question than a physiological one is very correct. Each person must weigh that decision on thier own. The important thing for me is knowing that I'll be able to enjoy vaping for a hell of a lot longer than I would ever be able to enjoy using tobacco....

Unless I get hit by a truck, that is....",
101,1574881309-15484,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Vapor Cough The New Smokers Cough?,https://www.vaportalk.com/forum/topic/3130-vapor-cough-the-new-smokers-cough/,,,"January 1, 2010"
102,1574881414-16274,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,Mega Vaper,,
103,1574881768-16759,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,It only takes about 5 minutes.  Some of the questions could have been worded better but I think it will be interesting to see the results.,
104,1574881393-16126,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,No Apparent Ill Effects After Nine Months,https://www.vaportalk.com/forum/topic/4887-no-apparent-ill-effects-after-nine-months/,,"That is great news, mcquinn!  Glad to hear it.  And good luck with that knee replacement surgery.  My mom has now had both of her knees replaced and says it was well worth it.  Just be sure to do your therapy.  It's important.",
105,1574881674-16582,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,Vapor Talk Respected Member,,
106,1574881428-16501,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,,"April 13, 2010"
107,1574881373-16031,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Comparison Of Carcinogen Levels Shows That Electronic Cigarettes Are Much Safer Than Conventional Ones,https://www.vaportalk.com/forum/topic/4443-comparison-of-carcinogen-levels-shows-that-electronic-cigarettes-are-much-safer-than-conventional-ones/,Super Vaper,,
108,1574881336-15658,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,,,"January 26, 2010"
109,1574881768-16766,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,It was really interesting taking the survey and actually noticing the changes that have taken place since I've made the switch. Even in a matter of 3 days.,
110,1574881403-16185,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,,"On 4/23/2010 at 7:50 AM, amcnutt said: 
Good morning all.  Today starts day 3 of my vaping adventure and I am very, very pleased.  This morning however I did notice one thing and I am not sure if it is the vaping or just the natural healing process from quiting the analog's.  When I take a drag from my 510 I get a quick almost painful burn in my throat, almost like it is raw or burned.  That said, I have some alergy issues at the moment along with a chough caused by analogs that is going away, but may be making my throat raw.  I guess I am just curious from the long time vapor's out there, if you vape alot, can you feel it in your throat or lungs?  Overall how do you feel after a month or so of kicking the analogs and going vape full time?  

One other note, I am vaping more than I smoked, I used to only smoke evenings and weekends, but I am vaping at work now during the day.  That said, I still think drag for drag I am taking less pulls now than with analogs.  Well, I look forward to reading your responses, thanks for the help.

Cheers,

Drink plenty of water, maybe slow it up a little as well?  What level of nicotine are you at?  I stuck to my regimen of going outside, waiting an hour to vape but went nuts on weekends while drinking.  I definitely had a sore throat for a little bit but don't want to have you ignore yours because I had one.  If you are a weekend only smoker, I would recommend zero nicotine or very low nicotine as it sounds like you aren't really addicted.

Also, have you tried a different atty in case there's something actually wrong?

Search function up top for sore throat.  And also there is a health section and side effects topic around here.  If you can't find it I will.  Welcome BTW.",
111,1574881330-15576,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,"How about this wonderful new stuff they have added to analogs. Here's a qoute from Public Health Statement for Vinyl Acetate:


""Studies with animals also suggest that breathing vinyl acetate may affect the immune system and nervous system. The extent and way in which vinyl acetate affects these systems is not well understood. 

There is no evidence that vinyl acetate causes cancer in humans. Vinyl acetate caused tumors in the noses of rats that breathed 600 ppm for 2 years. The International Agency for Research on Cancer (IARC) has determined that vinyl acetate is possibly carcinogenic to humans (Group 2B).""

Thanks, FDA! I know you really have our back!",
112,1574881403-16179,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,Vapor Talk Respected Member,,
113,1574881365-15956,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,,"On 2/28/2010 at 10:30 PM, AngelCruz said: 
Hey Vt peeps 


thought I would give a follow up to a post I made on here that I had planned on letting my Dr in on my vaping and the details of my experience well I told him and he brought in to other Dr.'s to view this new Green smoke as he called (had a big laugh in that one) and they all were amazed in knowing I was one that had gone through the books on quitting they were all in arms over that I was able to stop analogs in the first day I vaped and never looked back that it took the crave and withdrawal smtoms and threw them out the window not only that I have medical news to show that vaping assists in health improvements 6 months ago I had a chest x-ray and it showed serious signs of damage due to my smoking they had me do one and I will again in july on my next check up but this latest one had showed side by side there was clearing out of the dark color that was staining my lungs as well my nreathing tests showed I had a larger exhale mas than on a previous test done so keep vaping keep getting healthier and live longer so we can kick the FDA in the butt I asked if he would be wiling to send my results to the FDA with a letter stating my improvements I guess I should have stopped while I had him in a good mood that simply didn't fly well

Shrugs and sighs 
oh well someday they will see
Peace and Vape on !!

Angel 



If you dont mind sharing this info with the UK proposed ban issue it would be great.They need hard evidence from doctors showing the benefits to people who use PV's.

I left my opinion and if you havnt this would help alot.",
